游戏,饰品,价格,时间,状态
csgo,"=HYPERLINK(""https://buff.163.com/goods/36700?appid=730&game=csgo&classid=5302600284&instanceid=302028390&assetid=29900126236&contextid=2"", ""封装的涂鸦 | 八号球 (棕褐)"")",¥ 0.27,2023-04-25 14:39:57,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/36700?appid=730&game=csgo&classid=5302600284&instanceid=302028390&assetid=29900126282&contextid=2"", ""封装的涂鸦 | 八号球 (棕褐)"")",¥ 0.27,2023-04-25 14:39:57,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/36700?appid=730&game=csgo&classid=1989293262&instanceid=302028390&assetid=29900126250&contextid=2"", ""封装的涂鸦 | 八号球 (棕褐)"")",¥ 0.27,2023-04-25 14:39:57,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/36700?appid=730&game=csgo&classid=5302600284&instanceid=302028390&assetid=29900126297&contextid=2"", ""封装的涂鸦 | 八号球 (棕褐)"")",¥ 0.27,2023-04-25 14:39:57,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/36700?appid=730&game=csgo&classid=5302600284&instanceid=302028390&assetid=29900126244&contextid=2"", ""封装的涂鸦 | 八号球 (棕褐)"")",¥ 0.27,2023-04-25 14:39:57,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/36700?appid=730&game=csgo&classid=5302600284&instanceid=302028390&assetid=29900126269&contextid=2"", ""封装的涂鸦 | 八号球 (棕褐)"")",¥ 0.27,2023-04-25 14:39:57,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/36700?appid=730&game=csgo&classid=5302600284&instanceid=302028390&assetid=29900126652&contextid=2"", ""封装的涂鸦 | 八号球 (棕褐)"")",¥ 0.27,2023-04-25 14:37:59,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/36700?appid=730&game=csgo&classid=5302600284&instanceid=302028390&assetid=29900126625&contextid=2"", ""封装的涂鸦 | 八号球 (棕褐)"")",¥ 0.27,2023-04-25 14:37:59,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/36700?appid=730&game=csgo&classid=5302600284&instanceid=302028390&assetid=29900126635&contextid=2"", ""封装的涂鸦 | 八号球 (棕褐)"")",¥ 0.27,2023-04-25 14:37:59,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/36700?appid=730&game=csgo&classid=5302600284&instanceid=302028390&assetid=29900126680&contextid=2"", ""封装的涂鸦 | 八号球 (棕褐)"")",¥ 0.27,2023-04-25 14:37:59,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/36700?appid=730&game=csgo&classid=5302600284&instanceid=302028390&assetid=29900126666&contextid=2"", ""封装的涂鸦 | 八号球 (棕褐)"")",¥ 0.27,2023-04-25 14:37:59,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/36700?appid=730&game=csgo&classid=1989293262&instanceid=302028390&assetid=29900126719&contextid=2"", ""封装的涂鸦 | 八号球 (棕褐)"")",¥ 0.27,2023-04-25 14:37:59,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/36700?appid=730&game=csgo&classid=1989293262&instanceid=302028390&assetid=29900126690&contextid=2"", ""封装的涂鸦 | 八号球 (棕褐)"")",¥ 0.27,2023-04-25 14:37:59,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/36700?appid=730&game=csgo&classid=5302600284&instanceid=302028390&assetid=29900126707&contextid=2"", ""封装的涂鸦 | 八号球 (棕褐)"")",¥ 0.27,2023-04-25 14:37:58,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/36700?appid=730&game=csgo&classid=5302600284&instanceid=302028390&assetid=29900126733&contextid=2"", ""封装的涂鸦 | 八号球 (棕褐)"")",¥ 0.27,2023-04-25 14:37:58,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/36700?appid=730&game=csgo&classid=5302600284&instanceid=302028390&assetid=29900126774&contextid=2"", ""封装的涂鸦 | 八号球 (棕褐)"")",¥ 0.27,2023-04-25 14:37:58,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/36700?appid=730&game=csgo&classid=1989293262&instanceid=302028390&assetid=29900126795&contextid=2"", ""封装的涂鸦 | 八号球 (棕褐)"")",¥ 0.27,2023-04-25 14:37:58,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/36700?appid=730&game=csgo&classid=5302600284&instanceid=302028390&assetid=29900126746&contextid=2"", ""封装的涂鸦 | 八号球 (棕褐)"")",¥ 0.27,2023-04-25 14:37:58,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/36700?appid=730&game=csgo&classid=5302600284&instanceid=302028390&assetid=29900126757&contextid=2"", ""封装的涂鸦 | 八号球 (棕褐)"")",¥ 0.27,2023-04-25 14:37:58,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/36700?appid=730&game=csgo&classid=1989293262&instanceid=302028390&assetid=29900126841&contextid=2"", ""封装的涂鸦 | 八号球 (棕褐)"")",¥ 0.27,2023-04-25 14:37:58,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/36700?appid=730&game=csgo&classid=1989293262&instanceid=302028390&assetid=29900126809&contextid=2"", ""封装的涂鸦 | 八号球 (棕褐)"")",¥ 0.27,2023-04-25 14:37:58,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/36700?appid=730&game=csgo&classid=1989293262&instanceid=302028390&assetid=29900126849&contextid=2"", ""封装的涂鸦 | 八号球 (棕褐)"")",¥ 0.27,2023-04-25 14:37:57,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/36700?appid=730&game=csgo&classid=1989293262&instanceid=302028390&assetid=29900126818&contextid=2"", ""封装的涂鸦 | 八号球 (棕褐)"")",¥ 0.27,2023-04-25 14:37:57,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/36700?appid=730&game=csgo&classid=1989293262&instanceid=302028390&assetid=29900126785&contextid=2"", ""封装的涂鸦 | 八号球 (棕褐)"")",¥ 0.27,2023-04-25 14:37:57,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/36700?appid=730&game=csgo&classid=5302600284&instanceid=302028390&assetid=29900126831&contextid=2"", ""封装的涂鸦 | 八号球 (棕褐)"")",¥ 0.27,2023-04-25 14:37:57,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/36700?appid=730&game=csgo&classid=5302600284&instanceid=302028390&assetid=29900126862&contextid=2"", ""封装的涂鸦 | 八号球 (棕褐)"")",¥ 0.27,2023-04-25 14:37:57,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/36700?appid=730&game=csgo&classid=1989293262&instanceid=302028390&assetid=29900127012&contextid=2"", ""封装的涂鸦 | 八号球 (棕褐)"")",¥ 0.27,2023-04-25 14:37:23,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/36710?appid=730&game=csgo&classid=1989313568&instanceid=302028390&assetid=29900035374&contextid=2"", ""封装的涂鸦 | 八号球 (草绿)"")",¥ 0.26,2023-04-25 14:36:58,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/36699?appid=730&game=csgo&classid=1989275536&instanceid=302028390&assetid=29897296938&contextid=2"", ""封装的涂鸦 | 八号球 (豆青)"")",¥ 0.25,2023-04-25 14:36:36,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/42242?appid=730&game=csgo&classid=1703180971&instanceid=480085569&assetid=29884444255&contextid=2"", ""XM1014 | 西装革履 (崭新出厂)"")",¥ 12.47,2023-04-25 08:05:28,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/900616?appid=730&game=csgo&classid=4910470215&instanceid=188530139&assetid=29881691928&contextid=2"", ""R8 左轮手枪 | 疯狂老八 (崭新出厂)"")",¥ 25.35,2023-04-25 08:01:09,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/40745?appid=730&game=csgo&classid=958012868&instanceid=188530139&assetid=29829288965&contextid=2"", ""印花 | 敬礼！"")",¥ 0.87,2023-04-22 15:33:16,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/40745?appid=730&game=csgo&classid=958012868&instanceid=188530139&assetid=29829331021&contextid=2"", ""印花 | 敬礼！"")",¥ 0.87,2023-04-22 15:33:16,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/40745?appid=730&game=csgo&classid=958012868&instanceid=188530139&assetid=29829310933&contextid=2"", ""印花 | 敬礼！"")",¥ 0.87,2023-04-22 15:31:38,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/40745?appid=730&game=csgo&classid=958012868&instanceid=188530139&assetid=29830435164&contextid=2"", ""印花 | 敬礼！"")",¥ 0.87,2023-04-22 15:30:46,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/40745?appid=730&game=csgo&classid=958012868&instanceid=188530139&assetid=29829251615&contextid=2"", ""印花 | 敬礼！"")",¥ 0.87,2023-04-22 15:30:46,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/40745?appid=730&game=csgo&classid=958012868&instanceid=188530139&assetid=29829251627&contextid=2"", ""印花 | 敬礼！"")",¥ 0.87,2023-04-22 15:30:45,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/40745?appid=730&game=csgo&classid=958012868&instanceid=188530139&assetid=29829251646&contextid=2"", ""印花 | 敬礼！"")",¥ 0.87,2023-04-22 15:30:45,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/40745?appid=730&game=csgo&classid=958012868&instanceid=188530139&assetid=29829312765&contextid=2"", ""印花 | 敬礼！"")",¥ 0.87,2023-04-22 15:30:45,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/40745?appid=730&game=csgo&classid=958012868&instanceid=188530139&assetid=29831823265&contextid=2"", ""印花 | 敬礼！"")",¥ 0.87,2023-04-22 15:30:45,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/40745?appid=730&game=csgo&classid=958012868&instanceid=188530139&assetid=29829251659&contextid=2"", ""印花 | 敬礼！"")",¥ 0.87,2023-04-22 15:30:40,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/40745?appid=730&game=csgo&classid=958012868&instanceid=188530139&assetid=29831823254&contextid=2"", ""印花 | 敬礼！"")",¥ 0.87,2023-04-22 15:30:40,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/40745?appid=730&game=csgo&classid=958012868&instanceid=188530139&assetid=29829982523&contextid=2"", ""印花 | 敬礼！"")",¥ 0.86,2023-04-22 15:30:39,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/40277?appid=730&game=csgo&classid=782825906&instanceid=143865972&assetid=29667366418&contextid=2"", ""印花 | 莫西干仓鼠"")",¥ 5.46,2023-04-13 23:04:23,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/40277?appid=730&game=csgo&classid=782825906&instanceid=143865972&assetid=29667366491&contextid=2"", ""印花 | 莫西干仓鼠"")",¥ 5.46,2023-04-13 23:04:23,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/40277?appid=730&game=csgo&classid=782825906&instanceid=143865972&assetid=29667366625&contextid=2"", ""印花 | 莫西干仓鼠"")",¥ 5.46,2023-04-13 23:04:22,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/40277?appid=730&game=csgo&classid=782825906&instanceid=143865972&assetid=29667366556&contextid=2"", ""印花 | 莫西干仓鼠"")",¥ 5.46,2023-04-13 23:04:22,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/39937?appid=730&game=csgo&classid=778384055&instanceid=143865972&assetid=29661151271&contextid=2"", ""印花 | 蕉警"")",¥ 5.74,2023-04-13 16:07:20,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/39937?appid=730&game=csgo&classid=778384055&instanceid=143865972&assetid=29661151284&contextid=2"", ""印花 | 蕉警"")",¥ 5.74,2023-04-13 16:07:20,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/39937?appid=730&game=csgo&classid=778384055&instanceid=143865972&assetid=29661151237&contextid=2"", ""印花 | 蕉警"")",¥ 5.74,2023-04-13 16:07:20,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/39937?appid=730&game=csgo&classid=778384055&instanceid=143865972&assetid=29661151249&contextid=2"", ""印花 | 蕉警"")",¥ 5.74,2023-04-13 16:07:20,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/35186?appid=730&game=csgo&classid=1703417002&instanceid=480085569&assetid=29658844197&contextid=2"", ""M4A1 消音型 | 女火神之炽焰 (久经沙场)"")",¥ 170,2023-04-13 12:07:51,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/33860?appid=730&game=csgo&classid=1011938131&instanceid=188530139&assetid=29656524040&contextid=2"", ""AK-47 | 深海复仇 (久经沙场)"")",¥ 240,2023-04-13 10:25:22,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/853176?appid=730&game=csgo&classid=4365741436&instanceid=188530139&assetid=29641471249&contextid=2"", ""印花 | 魔性探员 老K"")",¥ 2.39,2023-04-12 15:56:55,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/853176?appid=730&game=csgo&classid=4365741436&instanceid=188530139&assetid=29641471265&contextid=2"", ""印花 | 魔性探员 老K"")",¥ 2.39,2023-04-12 15:56:55,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/853176?appid=730&game=csgo&classid=4365741436&instanceid=188530139&assetid=29641658917&contextid=2"", ""印花 | 魔性探员 老K"")",¥ 2.38,2023-04-12 15:56:55,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/853176?appid=730&game=csgo&classid=4365741436&instanceid=188530139&assetid=29641471229&contextid=2"", ""印花 | 魔性探员 老K"")",¥ 2.39,2023-04-12 15:56:54,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/921456?appid=730&game=csgo&classid=5199667758&instanceid=188530139&assetid=29437088704&contextid=2"", ""AK-47 | 一发入魂 (略有磨损)"")",¥ 1030,2023-04-01 17:02:00,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/43151?appid=730&game=csgo&classid=2077997547&instanceid=188530139&assetid=29395307529&contextid=2"", ""摩托手套（★） | 清凉薄荷 (久经沙场)"")",¥ 2079,2023-03-30 11:27:33,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/921384?appid=730&game=csgo&classid=5199657849&instanceid=1309650730&assetid=29239888431&contextid=2"", ""音乐盒（StatTrak™） | Denzel Curry - 终极"")",¥ 43.8,2023-03-23 14:33:01,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/42853?appid=730&game=csgo&classid=311134001&instanceid=188530139&assetid=29237584463&contextid=2"", ""穿肠刀（★） | 枯焦之色 (久经沙场)"")",¥ 507,2023-03-23 12:02:55,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/904208?appid=730&game=csgo&classid=4975155654&instanceid=188530305&assetid=27815854334&contextid=2"", ""音乐盒（StatTrak™） | Meechy Darko - 哥特浮华"")",¥ 17.62,2022-11-27 00:00:49,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/877164?appid=730&game=csgo&classid=4963463285&instanceid=188530139&assetid=26908003342&contextid=2"", ""USP 消音版（纪念品） | 橙红安乐蜥 (崭新出厂)"")",¥ 82.5,2022-08-22 10:05:39,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/43237?appid=730&game=csgo&classid=4884829727&instanceid=188530139&assetid=26180475997&contextid=2"", ""专业手套（★） | 翠绿之网 (久经沙场)"")",¥ 2900,2022-06-20 00:35:12,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/43933?appid=730&game=csgo&classid=4835847968&instanceid=902658099&assetid=25645894332&contextid=2"", ""SSG 08（StatTrak™） | 炎龙之焰 (略有磨损)"")",¥ 210,2022-05-07 20:10:19,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/857670?appid=730&game=csgo&classid=4831350882&instanceid=480085569&assetid=25597517601&contextid=2"", ""USP 消音版 | 倒吊人 (略有磨损)"")",¥ 164.5,2022-05-03 17:16:02,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/34269?appid=730&game=csgo&classid=1988135454&instanceid=188530139&assetid=25554162599&contextid=2"", ""英勇胸章"")",¥ 24.9,2022-04-28 14:27:26,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/773524?appid=730&game=csgo&classid=4822867387&instanceid=0&assetid=25532015436&contextid=2"", ""反恐精英20周年武器箱"")",¥ 0.84,2022-04-25 20:24:21,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/773524?appid=730&game=csgo&classid=4822867387&instanceid=0&assetid=25531991841&contextid=2"", ""反恐精英20周年武器箱"")",¥ 0.8,2022-04-25 20:24:21,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/773524?appid=730&game=csgo&classid=4822867387&instanceid=0&assetid=25532066410&contextid=2"", ""反恐精英20周年武器箱"")",¥ 0.8,2022-04-25 20:24:21,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/773524?appid=730&game=csgo&classid=4822867387&instanceid=0&assetid=25532015443&contextid=2"", ""反恐精英20周年武器箱"")",¥ 0.84,2022-04-25 20:24:21,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/35233?appid=730&game=csgo&classid=520047237&instanceid=480085569&assetid=25420380267&contextid=2"", ""M4A1 消音型 | 神来之作 (崭新出厂)"")",¥ 1140,2022-04-12 15:29:16,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/39814?appid=730&game=csgo&classid=638243377&instanceid=188530326&assetid=25391296785&contextid=2"", ""XM1014（StatTrak™） | 宁静 (崭新出厂)"")",¥ 243,2022-04-09 00:15:12,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/836044?appid=730&game=csgo&classid=4141991143&instanceid=519977179&assetid=25376907077&contextid=2"", ""AK-47 | X 射线 (久经沙场)"")",¥ 4190,2022-04-07 20:09:23,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/38285?appid=730&game=csgo&classid=3098254567&instanceid=188530931&assetid=25222432010&contextid=2"", ""AWP（StatTrak™） | *嘣* (略有磨损)"")",¥ 658,2022-03-20 21:38:27,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/39740?appid=730&game=csgo&classid=4673628644&instanceid=188530306&assetid=25192150210&contextid=2"", ""USP 消音版（StatTrak™） | 枪响人亡 (久经沙场)"")",¥ 761,2022-03-17 16:18:25,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/39138?appid=730&game=csgo&classid=4754194962&instanceid=903117671&assetid=25000708199&contextid=2"", ""内格夫（StatTrak™） | 动力装载机 (崭新出厂)"")",¥ 126,2022-02-24 22:02:38,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/38781?appid=730&game=csgo&classid=4553802399&instanceid=903284015&assetid=24998985398&contextid=2"", ""M4A1 消音型（StatTrak™） | 原子合金 (崭新出厂)"")",¥ 459,2022-02-24 18:15:33,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/775950?appid=730&game=csgo&classid=3608090154&instanceid=480085569&assetid=24932395105&contextid=2"", ""法玛斯 | 日暮 (崭新出厂)"")",¥ 169,2022-02-17 16:39:01,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/779486?appid=730&game=csgo&classid=3790926076&instanceid=480085771&assetid=24911610176&contextid=2"", ""音乐盒（StatTrak™） | Dren - 枪炮卷饼卡车"")",¥ 121,2022-02-15 05:18:55,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/779485?appid=730&game=csgo&classid=3790926090&instanceid=188530139&assetid=24898683373&contextid=2"", ""音乐盒 | Tim Huling - 新黑色电影"")",¥ 8.19,2022-02-13 21:35:08,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/45428?appid=730&game=csgo&classid=2736629091&instanceid=188530139&assetid=24847716706&contextid=2"", ""驾驶手套（★） | 墨绿色调 (战痕累累)"")",¥ 262,2022-02-08 19:05:18,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/38202?appid=730&game=csgo&classid=4537881512&instanceid=188671434&assetid=24836284948&contextid=2"", ""AK-47（StatTrak™） | 霓虹革命 (略有磨损)"")",¥ 290,2022-02-07 13:41:47,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/45278?appid=730&game=csgo&classid=2735431388&instanceid=188530139&assetid=24832792989&contextid=2"", ""内格夫 | 狮子鱼 (久经沙场)"")",¥ 1.7,2022-02-07 00:34:36,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/763429?appid=730&game=csgo&classid=4684043857&instanceid=188578445&assetid=24750177628&contextid=2"", ""AWP（StatTrak™） | 黑色魅影 (久经沙场)"")",¥ 245,2022-01-30 12:06:30,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/38830?appid=730&game=csgo&classid=4695424653&instanceid=903668141&assetid=24750182382&contextid=2"", ""M4A1 消音型（StatTrak™） | 暴怒野兽 (久经沙场)"")",¥ 247,2022-01-30 12:04:36,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/871957?appid=730&game=csgo&classid=4727304405&instanceid=188530721&assetid=24740555222&contextid=2"", ""格洛克 18 型（StatTrak™） | 零食派对 (崭新出厂)"")",¥ 220.98,2022-01-29 14:56:33,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/835610?appid=730&game=csgo&classid=4141779073&instanceid=519977179&assetid=24740554563&contextid=2"", ""残酷的达里尔爵士（迈阿密）| 专业人士"")",¥ 71.98,2022-01-29 14:44:06,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/39750?appid=730&game=csgo&classid=4560309352&instanceid=188533386&assetid=24740401946&contextid=2"", ""USP 消音版（StatTrak™） | 黑色魅影 (久经沙场)"")",¥ 213.5,2022-01-29 14:26:24,交易成功
csgo,"=HYPERLINK(""https://buff.163.com/goods/871501?appid=730&game=csgo&classid=4578724445&instanceid=519977179&assetid=24740366211&contextid=2"", ""指挥官黛维达·费尔南德斯（护目镜） | 海豹蛙人"")",¥ 39,2022-01-29 14:21:25,交易成功
